post_id,datetime,platform,country,language,topic,sentiment_polarity,sentiment_category,sentiment_intensity,emotion,engagement_likes,engagement_shares,engagement_comments,influencer_level,keywords,risk_flag
P00197,2025-06-26 19:20:39,Instagram,Tanzania,English,Repayment,0.45,Positive,Medium,Sadness,3734,83,159,Medium,excellent service,0
P00198,2025-03-24 19:29:43,Twitter,South Africa,Twi,Loan Application,0.79,Positive,High,Disgust,1244,155,705,Low,great rates,0
P00199,2025-06-30 05:55:46,Facebook,Tanzania,Twi,Interest Rates,0.77,Positive,High,Joy,1008,1199,621,Low,fast process,0
P00200,2025-06-05 11:05:54,TikTok,Colombia,Twi,Repayment,0.56,Positive,Medium,Sadness,4314,706,65,Medium,fast process,0
P00201,2025-04-08 01:19:57,Instagram,Botswana,Spanish,Interest Rates,0.28,Positive,Low,Anticipation,1510,471,253,Medium,helpful staff,0
P00202,2025-02-22 15:52:14,Instagram,Mexico,Swahili,Savings Product,-0.83,Negative,High,Trust,1959,618,282,Low,bad service,0
P00203,2025-03-29 23:48:35,Instagram,Tanzania,Twi,Interest Rates,-0.68,Negative,High,Sadness,2508,133,59,Medium,hidden fees,0
P00204,2025-04-26 10:09:10,Twitter,Botswana,Spanish,Interest Rates,0.8,Positive,High,Disgust,4758,787,117,Medium,helpful staff,0
P00205,2025-03-03 17:04:06,Instagram,Tanzania,Spanish,Mobile App,0.21,Positive,Low,Disgust,2682,906,422,Low,fast process,0
P00206,2025-04-30 02:30:20,Instagram,South Africa,Twi,Customer Support,-0.98,Negative,High,Fear,989,863,555,Low,hidden fees,0
P00207,2025-02-01 15:07:27,Facebook,Ghana,Spanish,Mobile App,-0.8,Negative,High,Joy,4284,666,721,Medium,hidden fees,1
P00208,2025-06-21 05:11:34,LinkedIn,Mexico,Swahili,Interest Rates,0.33,Positive,Medium,Trust,254,276,35,High,excellent service,0
P00209,2025-07-21 01:46:13,Facebook,Botswana,Spanish,Loan Application,-0.99,Negative,High,Surprise,4163,881,530,High,bad service,0
P00210,2025-06-20 17:57:18,Facebook,Ghana,Twi,Repayment,-0.68,Negative,High,Disgust,4711,12,90,Low,slow approval,1
P00211,2025-03-24 03:28:54,LinkedIn,Tanzania,Twi,Repayment,0.1,Positive,Low,Fear,4969,341,300,Medium,helpful staff,0
P00212,2025-05-09 04:54:01,LinkedIn,Mexico,English,Customer Support,0.38,Positive,Medium,Joy,4452,34,723,High,excellent service,0
P00213,2025-06-28 23:00:04,Instagram,Tanzania,Twi,Interest Rates,0.3,Positive,Low,Anger,255,558,733,High,loan approved,0
P00214,2025-03-07 16:34:41,Facebook,Ghana,Swahili,Interest Rates,-0.55,Negative,Medium,Trust,1007,404,216,Low,bad service,0
P00215,2025-05-10 13:58:05,Twitter,Colombia,Spanish,Loan Application,0.42,Positive,Medium,Fear,1755,657,734,Low,great rates,0
P00216,2025-07-28 05:09:14,TikTok,Ghana,Swahili,Customer Support,-0.53,Negative,Medium,Surprise,2571,158,97,Medium,hidden fees,0
P00217,2025-02-21 15:54:37,TikTok,Colombia,Swahili,Mobile App,-0.35,Negative,Medium,Sadness,3908,955,455,Low,fraud,0
P00218,2025-07-20 00:54:38,TikTok,Botswana,English,Mobile App,0.49,Positive,Medium,Trust,2997,1133,530,High,excellent service,0
P00219,2025-06-02 10:06:36,Facebook,Mexico,Spanish,Loan Application,0.3,Positive,Low,Fear,2803,548,537,Low,excellent service,1
P00220,2025-03-30 22:51:12,LinkedIn,Colombia,Swahili,Interest Rates,0.7,Positive,High,Joy,3765,984,27,High,fast process,0
P00221,2025-07-14 10:27:48,Instagram,Zambia,Twi,Mobile App,0.32,Positive,Low,Fear,4379,278,575,Medium,loan approved,0
P00222,2025-06-05 01:43:13,Instagram,Zambia,Twi,Mobile App,0.14,Positive,Low,Surprise,3383,478,323,Low,fast process,0
P00223,2025-05-10 13:52:49,TikTok,Botswana,Swahili,Loan Application,-0.81,Negative,High,Trust,98,110,222,Medium,hidden fees,0
P00224,2025-05-30 06:00:24,Instagram,Botswana,Twi,Loan Application,-0.26,Negative,Low,Joy,196,430,79,High,slow approval,0
P00225,2025-03-11 14:59:34,Twitter,Tanzania,Swahili,Interest Rates,-0.47,Negative,Medium,Trust,2529,541,562,Medium,high interest,0
P00226,2025-03-02 16:16:57,Twitter,Ghana,Swahili,Loan Application,-0.51,Negative,Medium,Surprise,877,1138,457,High,bad service,0
P00227,2025-04-14 14:33:53,LinkedIn,Mexico,Swahili,Loan Application,0.95,Positive,High,Sadness,1868,1113,613,High,excellent service,0
P00228,2025-06-29 01:33:28,Instagram,Botswana,Swahili,Savings Product,-0.21,Negative,Low,Anger,2665,359,175,Low,fraud,0
P00229,2025-03-04 08:52:23,Facebook,Botswana,Swahili,Customer Support,0.78,Positive,High,Joy,1388,371,521,High,helpful staff,0
P00230,2025-05-16 17:41:18,Instagram,Tanzania,English,Repayment,0.26,Positive,Low,Anger,2415,1038,748,High,fast process,0
P00231,2025-07-02 04:39:44,Facebook,Tanzania,English,Mobile App,0.59,Positive,Medium,Sadness,569,954,456,Medium,excellent service,0
P00232,2025-07-30 02:51:15,TikTok,Zambia,Swahili,Customer Support,0.01,Neutral,Low,Trust,2637,258,422,Medium,repayment,0
P00233,2025-05-14 23:37:38,Facebook,Botswana,English,Savings Product,0.15,Positive,Low,Trust,1065,777,99,Medium,excellent service,0
P00234,2025-07-29 08:29:23,TikTok,Botswana,Spanish,Customer Support,-0.01,Neutral,Low,Trust,421,119,739,Medium,mobile app,0
P00235,2025-02-01 02:39:54,Twitter,Botswana,Twi,Loan Application,-0.61,Negative,Medium,Surprise,2883,975,402,Medium,high interest,0
P00236,2025-05-28 07:17:02,Instagram,Mexico,Spanish,Customer Support,0.44,Positive,Medium,Joy,1204,912,575,Medium,excellent service,0
P00237,2025-04-04 22:40:36,LinkedIn,Zambia,Twi,Savings Product,-0.44,Negative,Medium,Disgust,544,1151,379,Low,hidden fees,0
P00238,2025-05-06 21:04:03,Instagram,Tanzania,Spanish,Interest Rates,-0.95,Negative,High,Joy,4166,722,530,Medium,slow approval,0
P00239,2025-02-04 18:46:05,TikTok,Zambia,Twi,Customer Support,0.29,Positive,Low,Sadness,3639,522,331,Low,loan approved,0
P00240,2025-02-22 17:20:28,Instagram,Zambia,English,Interest Rates,-0.65,Negative,Medium,Anticipation,1223,324,317,High,high interest,0
P00241,2025-07-31 09:54:48,LinkedIn,Ghana,Swahili,Repayment,0.88,Positive,High,Surprise,3172,1073,652,Medium,helpful staff,0
P00242,2025-04-12 11:36:46,TikTok,Colombia,Spanish,Mobile App,0.91,Positive,High,Sadness,767,68,536,High,great rates,0
P00243,2025-07-21 15:08:26,TikTok,Ghana,Swahili,Mobile App,0.83,Positive,High,Anger,3657,390,739,Low,great rates,0
P00244,2025-07-12 11:50:32,LinkedIn,Mexico,English,Interest Rates,-0.26,Negative,Low,Sadness,654,382,88,Low,fraud,0
P00245,2025-07-07 15:50:35,Instagram,Botswana,Swahili,Loan Application,-0.97,Negative,High,Sadness,2446,15,603,High,bad service,0
P00246,2025-04-01 17:07:10,LinkedIn,Botswana,Swahili,Repayment,0.86,Positive,High,Disgust,220,845,510,Low,fast process,1
P00247,2025-03-19 11:55:43,Facebook,South Africa,English,Mobile App,-0.14,Negative,Low,Surprise,3666,868,41,Medium,slow approval,0
P00248,2025-02-12 05:57:03,Twitter,Botswana,English,Repayment,0.93,Positive,High,Anticipation,4277,567,388,Low,helpful staff,0
P00249,2025-03-19 18:32:34,LinkedIn,Tanzania,English,Customer Support,0.93,Positive,High,Anger,4402,131,80,Low,excellent service,0
P00250,2025-07-21 11:49:16,TikTok,Ghana,Twi,Interest Rates,0.71,Positive,High,Trust,2569,272,401,Medium,fast process,0
P00251,2025-05-22 04:04:29,Facebook,Ghana,English,Repayment,-0.41,Negative,Medium,Surprise,1013,483,106,High,fraud,0
P00252,2025-02-16 07:02:04,Twitter,Ghana,Twi,Customer Support,-0.23,Negative,Low,Joy,2051,549,110,Low,slow approval,0
P00253,2025-02-17 15:10:26,LinkedIn,Ghana,English,Customer Support,0.7,Positive,High,Anticipation,3985,356,276,Low,loan approved,0
P00254,2025-06-23 02:56:11,Twitter,Colombia,Twi,Savings Product,-0.37,Negative,Medium,Disgust,4943,1071,213,Medium,high interest,0
P00255,2025-05-06 08:52:46,Instagram,Tanzania,Swahili,Loan Application,-0.66,Negative,High,Fear,4899,1033,742,Low,bad service,0
P00256,2025-07-09 10:56:38,TikTok,South Africa,Twi,Customer Support,0.11,Positive,Low,Sadness,4310,232,505,Medium,loan approved,0
P00257,2025-02-14 10:33:13,LinkedIn,Zambia,English,Customer Support,0.87,Positive,High,Trust,3019,35,120,High,excellent service,0
P00258,2025-06-28 16:39:46,TikTok,Tanzania,English,Repayment,0.39,Positive,Medium,Sadness,3681,412,133,Low,great rates,0
P00259,2025-05-15 10:35:26,Facebook,Tanzania,English,Interest Rates,0.14,Positive,Low,Trust,1443,1027,719,Medium,loan approved,0
P00260,2025-06-29 17:02:49,Facebook,Mexico,Spanish,Mobile App,-0.81,Negative,High,Disgust,4196,43,370,Low,fraud,0
P00261,2025-02-25 10:05:11,Twitter,Ghana,Spanish,Savings Product,0.23,Positive,Low,Anger,3010,567,256,High,fast process,0
P00262,2025-02-25 22:20:51,Facebook,Ghana,Swahili,Loan Application,0.98,Positive,High,Trust,572,739,696,Medium,loan approved,1
P00263,2025-06-09 02:39:42,Facebook,Colombia,Spanish,Interest Rates,-0.72,Negative,High,Trust,1332,113,797,Medium,high interest,0
P00264,2025-05-04 06:58:35,LinkedIn,South Africa,Spanish,Savings Product,0.04,Neutral,Low,Disgust,4753,396,179,Low,repayment,0
P00265,2025-05-18 18:16:13,TikTok,South Africa,Spanish,Loan Application,0.75,Positive,High,Joy,4002,1197,47,Medium,helpful staff,0
P00266,2025-03-05 01:32:50,Twitter,Mexico,Twi,Savings Product,0.48,Positive,Medium,Disgust,3134,465,598,High,helpful staff,0
P00267,2025-03-24 11:15:12,Facebook,Mexico,Twi,Mobile App,0.39,Positive,Medium,Anticipation,4086,846,18,Low,helpful staff,0
P00268,2025-05-14 11:08:17,TikTok,Mexico,English,Loan Application,0.4,Positive,Medium,Anticipation,225,501,45,Medium,fast process,0
P00269,2025-07-20 09:49:57,Instagram,Botswana,Swahili,Mobile App,-0.28,Negative,Low,Surprise,4200,440,450,High,fraud,0
P00270,2025-05-29 18:55:57,LinkedIn,Ghana,Spanish,Repayment,-0.41,Negative,Medium,Surprise,1997,68,55,Medium,high interest,0
P00271,2025-04-24 03:57:56,Facebook,Ghana,English,Repayment,0.62,Positive,Medium,Trust,771,325,740,Medium,loan approved,0
P00272,2025-03-14 03:03:04,Facebook,Zambia,English,Mobile App,0.62,Positive,Medium,Fear,4524,66,656,Medium,loan approved,0
P00273,2025-07-31 09:03:02,Facebook,Zambia,English,Interest Rates,0.73,Positive,High,Sadness,433,303,91,Medium,loan approved,0
P00274,2025-05-16 17:18:06,TikTok,Colombia,Spanish,Interest Rates,0.83,Positive,High,Fear,3099,971,81,High,helpful staff,0
P00275,2025-06-27 15:47:27,LinkedIn,South Africa,English,Interest Rates,0.02,Neutral,Low,Fear,2729,483,736,Low,loan application,0
P00276,2025-06-22 17:43:31,LinkedIn,Zambia,English,Mobile App,0.0,Neutral,Low,Sadness,3407,928,78,Medium,mobile app,0
P00277,2025-06-14 23:00:58,TikTok,South Africa,Spanish,Interest Rates,0.6,Positive,Medium,Anger,3140,1182,661,Low,fast process,0
P00278,2025-03-12 01:25:54,Twitter,Mexico,Spanish,Customer Support,0.3,Positive,Low,Trust,865,148,282,Medium,fast process,0
P00279,2025-06-19 10:34:58,LinkedIn,Tanzania,English,Loan Application,0.4,Positive,Medium,Anger,2793,1050,310,High,great rates,0
P00280,2025-04-02 12:42:11,TikTok,South Africa,Swahili,Interest Rates,0.59,Positive,Medium,Trust,2911,986,159,Medium,excellent service,0
P00281,2025-04-19 11:26:19,TikTok,Colombia,English,Savings Product,0.78,Positive,High,Anger,2415,583,315,Low,helpful staff,0
P00282,2025-06-11 10:17:17,Facebook,Ghana,Swahili,Interest Rates,-0.32,Negative,Low,Anger,250,247,667,Low,slow approval,0
P00283,2025-06-07 04:39:04,TikTok,South Africa,Swahili,Repayment,-0.25,Negative,Low,Joy,4951,1124,155,Medium,bad service,0
P00284,2025-04-14 12:15:56,Facebook,Colombia,English,Repayment,-0.81,Negative,High,Anger,3757,701,713,Low,fraud,0
P00285,2025-04-27 01:41:39,Instagram,Ghana,English,Loan Application,0.16,Positive,Low,Sadness,4656,95,467,Medium,fast process,0
P00286,2025-07-25 16:30:19,TikTok,Tanzania,Twi,Loan Application,-0.93,Negative,High,Joy,918,281,461,Medium,bad service,0
P00287,2025-05-12 12:04:41,LinkedIn,Mexico,Swahili,Customer Support,-0.07,Negative,Low,Fear,1173,321,116,Low,bad service,0
P00288,2025-04-29 16:04:40,Facebook,Mexico,Swahili,Loan Application,0.09,Positive,Low,Disgust,3203,528,665,Low,loan approved,0
P00289,2025-02-24 11:55:13,Instagram,Zambia,Spanish,Loan Application,-0.43,Negative,Medium,Anticipation,432,262,363,Low,fraud,0
P00290,2025-03-21 03:19:26,Twitter,Mexico,Spanish,Mobile App,0.18,Positive,Low,Joy,835,579,630,Low,helpful staff,0
P00291,2025-03-16 15:09:55,Twitter,Zambia,Twi,Customer Support,-0.94,Negative,High,Anger,2246,293,710,High,slow approval,0
P00292,2025-02-13 10:22:56,Twitter,South Africa,Swahili,Interest Rates,-0.93,Negative,High,Sadness,2262,394,465,Low,high interest,0
P00293,2025-04-07 15:35:34,Facebook,Zambia,English,Loan Application,0.65,Positive,Medium,Joy,897,512,774,High,loan approved,0
P00294,2025-02-05 02:01:36,TikTok,Colombia,Swahili,Interest Rates,-0.28,Negative,Low,Sadness,3632,920,183,Medium,fraud,1
P00295,2025-05-26 05:43:02,Facebook,Mexico,Spanish,Interest Rates,-0.75,Negative,High,Surprise,4567,809,659,High,fraud,0
P00296,2025-05-19 13:27:41,Twitter,Ghana,English,Savings Product,0.04,Neutral,Low,Joy,3815,919,165,High,loan application,0
P00297,2025-03-17 16:24:44,TikTok,Zambia,Spanish,Loan Application,0.54,Positive,Medium,Fear,246,692,74,Medium,loan approved,1
P00298,2025-05-26 06:19:46,Instagram,Botswana,Spanish,Customer Support,-0.57,Negative,Medium,Trust,2429,234,747,Medium,fraud,0
P00299,2025-03-15 18:17:14,Twitter,Zambia,Spanish,Savings Product,0.25,Positive,Low,Disgust,990,951,271,Low,fast process,0
P00300,2025-02-02 09:30:42,LinkedIn,Colombia,Spanish,Savings Product,-0.83,Negative,High,Anger,3310,1031,690,Low,high interest,0
P00301,2025-02-14 18:51:06,TikTok,Colombia,Spanish,Customer Support,-0.9,Negative,High,Surprise,926,538,502,Low,high interest,0
P00302,2025-06-18 10:46:40,Facebook,Botswana,Swahili,Savings Product,0.06,Positive,Low,Disgust,3438,819,794,Medium,excellent service,1
P00303,2025-06-03 13:09:10,Facebook,South Africa,Swahili,Repayment,0.08,Positive,Low,Trust,2607,1114,562,High,fast process,0
P00304,2025-02-12 10:22:17,LinkedIn,Botswana,Twi,Interest Rates,0.27,Positive,Low,Disgust,1074,271,586,High,helpful staff,0
P00305,2025-03-17 10:56:45,Facebook,South Africa,Twi,Mobile App,0.45,Positive,Medium,Anger,4022,1028,655,Low,great rates,0
P00306,2025-02-14 02:06:29,LinkedIn,Tanzania,English,Mobile App,0.95,Positive,High,Sadness,3799,1141,342,High,helpful staff,0
P00307,2025-07-26 19:33:47,Twitter,Zambia,Swahili,Repayment,0.03,Neutral,Low,Anger,4784,592,699,Medium,loan application,0
P00308,2025-02-07 02:23:41,Twitter,Tanzania,Twi,Interest Rates,-0.35,Negative,Medium,Trust,3151,975,634,Low,fraud,0
P00309,2025-07-17 22:11:28,Facebook,Zambia,Twi,Repayment,0.59,Positive,Medium,Trust,3438,114,250,Low,great rates,0
P00310,2025-04-06 03:54:30,TikTok,Zambia,Swahili,Mobile App,-0.46,Negative,Medium,Trust,4573,262,129,Medium,high interest,0
P00311,2025-02-14 18:13:09,Facebook,South Africa,Swahili,Savings Product,-0.12,Negative,Low,Sadness,3491,206,763,Low,bad service,0
P00312,2025-05-11 20:08:28,Twitter,South Africa,English,Repayment,-0.84,Negative,High,Anticipation,706,302,357,Low,fraud,0
P00313,2025-03-19 05:10:55,TikTok,Zambia,Swahili,Interest Rates,-0.95,Negative,High,Surprise,3064,111,691,High,high interest,0
P00314,2025-03-27 01:47:53,LinkedIn,Colombia,Swahili,Savings Product,0.93,Positive,High,Fear,753,184,407,Medium,excellent service,0
P00315,2025-06-10 21:39:44,Twitter,Colombia,Swahili,Loan Application,0.67,Positive,High,Fear,587,900,494,Medium,loan approved,0
P00316,2025-05-06 06:11:43,LinkedIn,Zambia,Spanish,Mobile App,0.39,Positive,Medium,Sadness,1334,220,621,Low,excellent service,0
P00317,2025-03-14 14:24:57,Instagram,Zambia,English,Customer Support,-0.18,Negative,Low,Trust,1847,1140,481,High,hidden fees,0
P00318,2025-05-16 17:00:44,TikTok,South Africa,Twi,Repayment,-0.65,Negative,Medium,Trust,3934,1093,77,High,high interest,0
P00319,2025-02-26 16:37:04,Twitter,Zambia,Swahili,Repayment,-0.69,Negative,High,Joy,3926,897,513,High,fraud,0
P00320,2025-06-21 11:04:02,LinkedIn,Colombia,English,Savings Product,-0.5,Negative,Medium,Disgust,3317,1093,320,Low,fraud,0
P00321,2025-07-22 08:12:11,LinkedIn,South Africa,Swahili,Loan Application,0.1,Positive,Low,Surprise,4020,621,787,Medium,great rates,0
P00322,2025-05-22 21:15:13,LinkedIn,Colombia,English,Repayment,0.43,Positive,Medium,Trust,3155,426,289,Low,loan approved,0
P00323,2025-05-23 21:20:27,Facebook,South Africa,Twi,Savings Product,0.32,Positive,Low,Trust,4302,643,296,Low,loan approved,0
P00324,2025-05-03 18:48:23,Facebook,Ghana,English,Mobile App,-0.44,Negative,Medium,Anger,2198,567,680,Medium,slow approval,0
P00325,2025-03-20 04:26:57,Instagram,Botswana,Swahili,Interest Rates,0.91,Positive,High,Anticipation,164,442,751,Medium,fast process,0
P00326,2025-07-03 08:35:29,Instagram,South Africa,English,Savings Product,0.48,Positive,Medium,Trust,1998,600,474,Low,loan approved,0
P00327,2025-05-03 20:12:49,LinkedIn,Zambia,Twi,Customer Support,0.11,Positive,Low,Anticipation,3057,1160,22,High,great rates,1
P00328,2025-07-07 19:12:31,Facebook,Ghana,Spanish,Savings Product,0.22,Positive,Low,Disgust,2084,503,171,Low,loan approved,1
P00329,2025-04-21 01:02:12,TikTok,Mexico,Swahili,Repayment,-0.16,Negative,Low,Surprise,4428,130,317,Low,slow approval,0
P00330,2025-03-09 23:22:28,TikTok,Ghana,Swahili,Interest Rates,-0.5,Negative,Medium,Anticipation,402,217,797,Low,high interest,0
P00331,2025-02-19 07:35:24,LinkedIn,Botswana,Twi,Interest Rates,-0.29,Negative,Low,Fear,413,687,192,Medium,bad service,0
P00332,2025-02-19 19:43:49,Facebook,Mexico,English,Savings Product,0.52,Positive,Medium,Fear,44,170,680,Low,fast process,0
P00333,2025-06-08 23:04:55,TikTok,Botswana,Spanish,Savings Product,-0.97,Negative,High,Joy,4157,611,117,Medium,hidden fees,0
P00334,2025-04-25 16:50:38,Facebook,Tanzania,Twi,Savings Product,-0.77,Negative,High,Fear,2467,991,5,Medium,bad service,0
P00335,2025-04-10 19:08:46,Instagram,Zambia,Spanish,Savings Product,-0.91,Negative,High,Fear,867,1152,482,High,hidden fees,0
P00336,2025-04-24 06:01:10,LinkedIn,Colombia,Twi,Customer Support,-0.92,Negative,High,Surprise,18,56,131,Low,bad service,0
P00337,2025-04-21 19:52:31,LinkedIn,Tanzania,Swahili,Mobile App,0.71,Positive,High,Surprise,364,245,92,Low,excellent service,0
P00338,2025-05-02 16:29:33,Facebook,Botswana,English,Customer Support,0.41,Positive,Medium,Surprise,3832,143,762,Medium,helpful staff,0
P00339,2025-07-18 17:46:15,Facebook,Zambia,Spanish,Repayment,-0.05,Neutral,Low,Sadness,579,1074,521,High,customer support,0
P00340,2025-06-22 13:44:23,Twitter,South Africa,Spanish,Loan Application,-0.8,Negative,High,Joy,545,367,562,Low,fraud,0
P00341,2025-02-11 12:27:21,TikTok,Ghana,Twi,Repayment,-0.02,Neutral,Low,Surprise,4150,217,293,High,loan application,0
P00342,2025-06-11 18:06:22,Instagram,Botswana,Twi,Mobile App,-0.05,Neutral,Low,Sadness,4873,615,640,Low,mobile app,0
P00343,2025-06-07 21:19:23,TikTok,Mexico,Swahili,Savings Product,-0.65,Negative,Medium,Disgust,3039,1179,391,Medium,hidden fees,0
P00344,2025-06-06 11:24:57,Twitter,Mexico,Spanish,Repayment,-0.13,Negative,Low,Joy,4137,441,248,Medium,bad service,0
P00345,2025-02-20 02:39:37,Facebook,Zambia,Twi,Customer Support,-0.2,Negative,Low,Surprise,4044,840,613,High,slow approval,0
P00346,2025-02-12 18:28:31,TikTok,Ghana,Twi,Savings Product,0.23,Positive,Low,Sadness,4326,955,594,Low,loan approved,0
P00347,2025-04-20 04:21:04,LinkedIn,South Africa,Swahili,Savings Product,0.27,Positive,Low,Joy,452,698,702,Medium,excellent service,0
P00348,2025-06-22 09:43:16,TikTok,Zambia,English,Interest Rates,-0.91,Negative,High,Trust,3961,875,416,Low,hidden fees,0
P00349,2025-04-07 21:15:53,Facebook,Ghana,Swahili,Mobile App,-0.25,Negative,Low,Joy,1381,775,142,Medium,slow approval,0
P00350,2025-07-06 11:01:53,TikTok,Tanzania,Swahili,Repayment,0.25,Positive,Low,Disgust,1467,761,236,Low,excellent service,0
P00351,2025-07-18 07:41:06,Twitter,Tanzania,Swahili,Loan Application,0.01,Neutral,Low,Anticipation,2738,944,286,Low,repayment,0
P00352,2025-02-22 05:13:50,Instagram,Zambia,Spanish,Customer Support,0.71,Positive,High,Disgust,1216,922,276,Medium,fast process,1
P00353,2025-03-21 06:49:21,Facebook,Zambia,Twi,Customer Support,0.32,Positive,Low,Anger,880,934,386,Low,loan approved,1
P00354,2025-03-10 04:52:28,LinkedIn,South Africa,Spanish,Loan Application,-0.67,Negative,High,Disgust,3814,24,381,Low,fraud,1
P00355,2025-03-09 22:26:15,Twitter,Ghana,Twi,Mobile App,-0.86,Negative,High,Fear,3149,805,449,Low,bad service,0
P00356,2025-05-16 03:16:21,Facebook,Zambia,Twi,Loan Application,0.28,Positive,Low,Sadness,84,763,290,Low,helpful staff,0
P00357,2025-04-29 02:41:26,LinkedIn,Zambia,Swahili,Mobile App,-0.95,Negative,High,Sadness,4144,1083,168,High,hidden fees,0
P00358,2025-02-28 05:17:48,LinkedIn,Tanzania,English,Customer Support,0.17,Positive,Low,Surprise,1168,433,442,Low,fast process,0
